1, 2.994105639820551e+000, 1.207082191004284e-002, 2.744567134667849e+000
2, 3.456022736289560e+000, 7.368105207842542e-003, 1.804399967667468e-001
3, 2.769437986388744e+000, 2.604399869219832e-001, 5.552412907946779e+000
4, 2.124708990752891e+000, 1.056696585054716e-001, 1.150137195118966e+000
5, 4.197947309793389e+000, 1.247928093069129e-001, 6.160654852414495e+000
6, 3.919944898831141e+000, 1.413412424927061e-001, 5.660561853936625e-001
7, 3.954381908627583e+000, 2.003604803189598e-001, 5.959121976110722e+000
8, 2.840116565446943e+000, 2.425218496172010e-001, 3.770831600869368e+000
9, 3.309402279732658e+000, 3.992528872254660e-001, 5.193642202366989e+000
10, 3.873226859340190e+000, 1.480933850616328e-001, 4.089717588779144e+000
11, 3.354867152928251e+000, 1.416152664887166e-001, 7.161991370072255e-001
12, 2.739963515121922e+000, 2.212736959263078e-001, 8.197460001889930e-001
13, 3.582442152165288e+000, 3.552088572286742e-001, 1.902577734239810e+000
14, 2.911597170934171e+000, 3.469925982218129e-001, 6.136110410771409e-002
15, 2.657354792931913e+000, 8.090496993607513e-002, 5.335348002165740e+000
16, 3.419079393902401e+000, 1.655064732749732e-001, 1.648504412543806e+000
17, 3.612768776512955e+000, 2.620960574417243e-002, 5.422595822068897e+000
18, 3.349904614398633e+000, 1.836034420556738e-002, 1.302581188136568e+000
19, 2.223659001434370e+000, 1.237804199901666e-001, 3.662299147978848e+000
20, 4.374393124179814e+000, 4.655836376383992e-002, 4.812819849998488e+000
21, 3.221329752494888e+000, 8.953717151007065e-002, 4.112919756269874e+000
22, 3.698986617633595e+000, 1.979461076072429e-001, 2.104110610543584e+000
23, 2.699110293893246e+000, 6.414612094896766e-002, 3.064220136378973e+000
24, 3.536726645710623e+000, 3.331830386949211e-001, 1.100664804932122e+000
25, 3.480685048982208e+000, 7.609686727167292e-002, 3.985595465246367e+000
26, 4.121303659169286e+000, 1.070327674071399e-002, 1.597306241303932e-001
27, 3.482339228492080e+000, 3.223080197332109e-001, 2.250418493150415e+000
28, 2.030270378734703e+000, 1.754692961961211e-001, 4.306590741109846e+000
29, 4.270781334879604e+000, 1.155401603988067e-001, 2.841210873637499e+000
30, 3.025735557115390e+000, 1.789210687370341e-003, 1.378132047569191e+000
31, 3.909618808557390e+000, 1.757168145425462e-001, 3.417046484998328e-001
32, 4.639613238929411e+000, 1.700558772738441e-002, 5.097190216847675e+000
33, 2.752244544816431e+000, 3.429145139510366e-001, 5.161235869260102e+000
34, 3.383740104373302e+000, 4.586111341300239e-001, 5.024132152269428e+000
35, 3.149448133793146e+000, 8.833386223587141e-002, 3.005927087476644e+000
36, 4.178949308755760e+000, 1.224213481951343e-001, 4.067474188540098e+000
37, 4.357801202429274e+000, 1.160396355898526e-001, 3.729029348695987e+000
38, 2.997363872188482e+000, 3.346722649912556e-001, 1.192706461093693e+000
39, 3.016211493270669e+000, 2.223632536286099e-001, 3.470545697642242e+000
40, 2.015984282967620e+000, 4.286657810679224e-002, 4.853279828019512e-001
41, 3.697933957945494e+000, 2.374077498030416e-001, 1.614180544933554e+000
42, 3.727909695730460e+000, 3.630505321888144e-002, 3.197680537813251e+000
43, 3.129998992889187e+000, 1.255248636863035e-001, 1.054835730301673e+000
44, 3.669411893063143e+000, 1.014305290787810e-001, 4.852512814218165e+000
45, 4.470937055574206e+000, 4.615842785401800e-002, 4.962579294711377e-001
46, 4.061803323465682e+000, 2.005780209079870e-001, 2.363361275398676e+000
47, 2.485219870601520e+000, 2.869975961094345e-001, 3.609758702586618e+000
48, 3.954281655323954e+000, 2.837012042615095e-002, 2.048502109945968e+000
49, 2.922224021118808e+000, 1.485329923111314e-001, 3.822605032460252e+000
50, 3.449706778160954e+000, 3.509745105259855e-001, 6.033522314841325e+000
51, 3.426247505111850e+000, 2.879806589690519e-001, 1.108334942945586e+000
